bill_ID,item,quantity
140,Fat Tire,3
140,Lobster,1
141,Coke,2
141,Dumplings,2
141,Corona,2
142,Focal Banger,2
142,Saison Rue,2
143,Calamari,2
144,Gose,4
144,Mac n Cheese,1
145,Wings,2
146,Hop Head Red,4
147,Saison Rue,3
147,Icehouse,3
147,Cheesecake,2
148,Fat Sandwich,1
148,French Dip,1
148,Bacon Egg and Cheese,1
149,Lobster,2
150,Brooklyn Brewery Lager,2
150,Pancakes,2
151,Cheesesteak,2
152,Union Jack,1
153,Uncle Jacob's Stout,1
154,Pancakes,1
155,Nugget Nectar,4
155,Pilsner,3
156,Allagash White,2
156,Coffee,2
156,Budweiser,4
157,Fullsteam Carver,3
157,Key Lime Pie,2
157,Nachos,2
158,Hefeweizen,4
159,Chocolate Cake,2
159,Calamari,1
159,Fat Sandwich,2
160,Lobster,2
161,Mac n Cheese,2
161,Nugget Nectar,1
161,Miller Light,3
162,Fancy Lawnmower,4
162,Nugget Nectar,1
163,Lobster,2
164,Coke,2
164,Icehouse,3
165,Dale's Pale Ale,4
165,Bacon Egg and Cheese,2
166,Calamari,1
166,Mountain Dew,1
166,Coke,1
167,Abner,4
168,Craftsman Cabernale,2
168,Chocolate Cake,1
168,Bitter American,2
169,Guinness,3
169,Key Lime Pie,1
169,Calamari,2
170,Schnickelfritz,1
170,Celis White,2
171,Buffalo Chicken Sandwich,1
172,Goldfish,1
173,Schnickelfritz,1
174,Mac n Cheese,1
174,Pancakes,1
174,Lobster,1
175,Hamburger,2
176,Spaghetti,1
176,Lobster,1
176,Key Lime Pie,1
177,Fancy Lawnmower,1
177,Fat Tire,2
178,Red Stripe,2
178,Crab,1
178,Spaghetti,2
179,Calamari,2
179,Mac n Cheese,2
180,Calamari,2
180,Lobster,1
180,Hefeweizen,2
181,Soup,2
181,Fat Tire,1
182,La Roja,2
183,Nugget Nectar,1
184,Fat Sandwich,2
184,Chocolate Cake,1
184,Mac n Cheese,2
185,Dumplings,1
186,Penne Vodka,1
186,French Dip,1
186,Grilled Cheese,2
187,Shakespeare Oatmeal Stout,2
187,Blue Moon,3
188,Allagash White,2
188,Hefeweizen,2
188,Mountain Dew,1
189,Penne Vodka,1
189,Pancakes,1
189,French Dip,2
190,Pretzels,2
190,Saison Rue,2
190,Icehouse,1
191,Blue Moon,2
191,Saison Rue,2
192,Saison Rue,3
193,Dumplings,1
193,Soup,2
193,Pancakes,2
194,Mountain Dew,2
194,PseudoSue,1
194,Crab,2
195,Bacon Egg and Cheese,1
196,Hamburger,1
197,Frie,1
197,Pipeworks Citra,1
198,Bitter American,2
198,Blue Moon,3
199,Icehouse,3
200,Bitter American,1
200,Blue Moon,4
201,Blue Moon,1
201,Mac n Cheese,2
201,Grilled Cheese,2
202,Pipeworks Citra,2
202,Celis White,4
203,Hot Dog,1
204,Pilsner,1
204,Upslope Brown Ale,4
204,Fat Tire,2
205,Pretzels,1
205,Fullsteam Carver,3
205,Fat Tire,3
206,Fullsteam Carver,1
207,Soup,1
207,Fullsteam Carver,2
208,Upslope Brown Ale,4
208,Cheesecake,2
208,Fat Tire,2
209,Waffle,1
210,Dos Equis,3
210,Budweiser,4
211,Craftsman Cabernale,2
212,Allagash White,4
213,Hamburger,1
213,Mountain Dew,2
214,Samuel Adams,2
215,La Roja,2
216,Abner,1
217,Icehouse,2
218,Upslope Brown Ale,1
218,Dos Equis,2
218,Hamburger,1
219,Hot Dog,2
220,Coffee,2
220,Pipeworks Citra,2
220,Hoegaarden,4
221,Dogfish Head,4
221,Nugget Nectar,2
221,Dale's Pale Ale,4
222,Union Jack,3
222,Celis White,3
222,Fullsteam Carver,1
223,Cheesecake,2
224,Bacon Egg and Cheese,1
225,Lone Star,1
226,Lemonade,2
227,French Dip,1
227,Heineken,3
227,Fat Sandwich,2
228,Spaghetti,2
228,Pretzels,1
228,Nachos,2
229,Coffee,2
229,Mountain Dew,1
229,Frie,2
230,Soup,2
230,Spaghetti,1
231,Frie,1
232,Fullsteam Carver,1
232,Calamari,1
233,Frie,1
233,Hop Head Red,1
234,Pancakes,2
235,Cheesesteak,1
236,French Dip,1
236,Pipeworks Citra,1
236,Cheesecake,1
237,Hop Head Red,2
237,Hop Slam,1
238,Shakespeare Oatmeal Stout,4
239,Heineken,4
239,Samuel Adams,3
240,Pilsner,3
240,Waffle,1
240,Lobster,1
241,Upslope Brown Ale,1
242,Pabst Blue Ribbon,4
243,Heineken,3
244,Hefeweizen,4
244,Nachos,2
244,Mountain Dew,2
245,Coffee,2
245,Surly Brewing Darkness,3
246,Surly Brewing Darkness,2
247,Fat Tire,4
247,Pilsner,3
248,Bacon Egg and Cheese,1
248,Chocolate Cake,2
248,Nachos,2
249,Samuel Adams,4
250,Hot Dog,1
250,Corona,1
250,Grilled Cheese,2
251,Buffalo Chicken Sandwich,1
251,Nugget Nectar,2
251,Union Jack,1
252,Gose,2
252,Lobster,1
253,Blue Moon,3
253,Upslope Brown Ale,3
253,Samuel Adams,1
254,Pabst Blue Ribbon,3
254,Dogfish Head,2
254,Anchor Steam Beer,3
255,Saison Rue,1
255,Samuel Adams,3
256,Saison Rue,4
256,Pancakes,2
257,Pabst Blue Ribbon,2
258,Hamburger,1
258,Soup,2
258,Mac n Cheese,1
259,Crab,2
259,Pretzels,1
260,Nugget Nectar,3
261,Blind Pig IPA,3
261,Heineken,3
262,Red Stripe,3
262,Vanilla Porter,1
262,Coors,4
263,Lemonade,1
264,Grilled Cheese,2
264,Nachos,1
264,Hefeweizen,4
265,Lobster,2
265,Lobster,1
266,Abner,1
267,Soup,1
267,Wings,1
267,Waffle,2
268,Icehouse,1
268,Landshark Lager,2
269,Dos Equis,1
270,Union Jack,3
271,Key Lime Pie,1
271,Hamburger,2
272,Soup,1
272,Stella Artios,3
273,Abner,4
274,Coors,1
274,Saison Rue,4
275,Blue Moon,4
275,Pilsner,1
275,Spaghetti,2
276,Calamari,2
276,Budweiser,2
277,Hot Dog,2
277,Hop Head Red,1
278,Uncle Jacob's Stout,3
279,Mac n Cheese,2
280,Pancakes,1
280,Celis White,3
281,Coffee,2
282,Calamari,2
282,Pilsner,3
282,Mac n Cheese,2
283,Cheesecake,2
284,Wings,1
284,Pipeworks Citra,3
284,Calamari,2
285,Calamari,2
285,Samuel Adams,4
285,Abner,3
286,Key Lime Pie,2
286,Pancakes,2
286,Buffalo Chicken Sandwich,1
287,Bell's Two Hearted,4
287,Lobster,2
287,Lemonade,1
288,Blue Moon,1
289,Hot Dog,1
290,Wings,2
290,Soup,2
290,Craftsman Cabernale,1
291,Wings,1
291,Frie,1
292,Fancy Lawnmower,1
292,La Roja,1
293,Budweiser,3
293,Coors,2
294,Miller Light,3
295,Cheesesteak,1
296,Fat Sandwich,1
297,Uncle Jacob's Stout,2
298,Landshark Lager,2
298,Bacon Egg and Cheese,1
299,Red Stripe,1
299,Hop Head Red,1
299,Uncle Jacob's Stout,2
300,Fat Tire,1
300,Shakespeare Oatmeal Stout,4
301,Hefeweizen,3
302,Honry Devil,3
302,Vanilla Porter,4
302,Lobster,1
303,Samuel Adams,4
303,Frie,2
304,Fancy Lawnmower,4
304,Hop Slam,1
305,Gose,2
306,Crab,1
307,Budweiser,4
307,Lone Star,1
308,Dale's Pale Ale,2
309,Mountain Dew,2
309,Coors,4
310,Pancakes,1
310,Anchor Steam Beer,4
310,Hop Head Red,1
311,Dos Equis,3
311,Goldfish,1
311,Hot Dog,2
312,Pipeworks Citra,1
312,Surly Brewing Darkness,3
313,Celis White,3
314,Cold Mountain Winter Ale,2
315,Nachos,2
315,Dogfish Head,1
316,Coors,1
316,Coffee,2
317,Soup,2
318,Nachos,1
318,Bacon Egg and Cheese,1
319,Wings,2
319,Hoegaarden,2
320,Mac n Cheese,1
321,Schnickelfritz,2
322,Goldfish,1
323,Calamari,1
324,Hamburger,2
324,Mountain Dew,2
324,Waffle,1
325,Pipeworks Citra,2
325,Key Lime Pie,2
326,Wings,1
326,Nachos,2
326,Pipeworks Citra,2
327,Pipeworks Citra,3
327,Buffalo Chicken Sandwich,1
327,Hoegaarden,3
328,Uncle Jacob's Stout,4
329,Lobster,1
329,Guinness,1
330,Landshark Lager,1
330,Blind Pig IPA,1
331,Pretzels,2
332,Chocolate Cake,1
332,Bacon Egg and Cheese,2
332,Fullsteam Carver,3
333,Allagash White,2
333,Pabst Blue Ribbon,3
334,Lobster,2
334,Dale's Pale Ale,1
335,Frie,2
335,French Dip,1
335,Saison Rue,3
336,Pancakes,1
336,Shakespeare Oatmeal Stout,2
336,Dogfish Head,4
337,Cheesecake,2
338,Nugget Nectar,3
338,Soup,2
338,Budweiser,4
339,Dos Equis,3
339,Union Jack,4
339,Key Lime Pie,2
340,Fullsteam Carver,4
340,French Dip,1
340,Hot Dog,1
341,Fancy Lawnmower,4
341,Soup,2
341,Bacon Egg and Cheese,1
342,Chocolate Cake,2
342,Dos Equis,2
343,Crab,1
343,Blind Pig IPA,4
343,Lemonade,2
344,Honry Devil,4
345,Hefeweizen,1
345,Upslope Brown Ale,2
345,Crab,1
346,Goldfish,1
347,Cheesecake,1
347,Hefeweizen,3
347,Penne Vodka,1
348,Icehouse,2
349,Bacon Egg and Cheese,1
349,Hoegaarden,4
349,Schnickelfritz,1
350,Celis White,3
350,Fancy Lawnmower,4
350,Blind Pig IPA,3
351,Icehouse,3
351,Blue Moon,1
351,Union Jack,3
352,Hot Dog,1
352,Celis White,2
353,Fullsteam Carver,4
353,Heineken,3
354,Mac n Cheese,2
354,Key Lime Pie,1
355,Anchor Steam Beer,3
355,Fancy Lawnmower,4
355,Tsingtao,1
356,Penne Vodka,1
356,Celis White,4
356,Upslope Brown Ale,2
357,Icehouse,1
357,Waffle,2
357,Surly Brewing Darkness,2
358,Fancy Lawnmower,4
358,Nugget Nectar,4
359,Blind Pig IPA,4
359,Guinness,4
359,French Dip,2
360,Hop Head Red,2
360,Crab,1
360,Cheesesteak,2
361,Schnickelfritz,1
362,Tsingtao,1
362,Hefeweizen,4
363,Craftsman Cabernale,2
363,French Dip,1
364,Focal Banger,1
364,La Roja,2
365,Cheesesteak,2
365,Hot Dog,1
366,Samuel Adams,2
366,Uncle Jacob's Stout,1
366,Bacon Egg and Cheese,1
367,Pretzels,2
367,Key Lime Pie,2
367,Cheesesteak,2
368,Icehouse,4
369,Dale's Pale Ale,3
369,Upslope Brown Ale,2
369,Hefeweizen,3
370,Lone Star,1
370,Surly Brewing Darkness,2
371,Pancakes,2
371,Waffle,1
372,French Dip,2
372,Crab,1
373,Pipeworks Citra,2
373,French Dip,1
373,Coors,4
374,Soup,2
375,PseudoSue,3
375,Goldfish,1
375,Lobster,2
376,Bell's Two Hearted,4
377,Waffle,1
378,Spaghetti,1
379,Cold Mountain Winter Ale,4
379,Blind Pig IPA,4
380,Hamburger,2
380,Vanilla Porter,1
380,Fat Sandwich,1
381,Pilsner,3
382,Upslope Brown Ale,4
383,Blue Moon,2
383,Nachos,2
384,Allagash White,4
384,Anchor Steam Beer,1
385,Saison Rue,4
385,Anchor Steam Beer,1
386,Dumplings,1
387,Spaghetti,1
388,Honry Devil,3
388,Celis White,2
388,Bitter American,3
389,Bell's Two Hearted,3
389,Cheesecake,1
390,Lone Star,3
391,Hoegaarden,3
391,Cheesesteak,1
391,Corona,2
392,Dumplings,1
392,Focal Banger,4
392,Pilsner,4
393,Dos Equis,4
394,Lobster,2
395,Bell's Two Hearted,3
396,Buffalo Chicken Sandwich,2
397,Lemonade,1
398,Frie,1
398,Brooklyn Brewery Lager,1
398,Hamburger,2
399,Brooklyn Brewery Lager,1
399,Heineken,4
399,Upslope Brown Ale,3
400,Uncle Jacob's Stout,1
401,Lobster,2
401,Hoegaarden,4
402,Lemonade,2
403,Gose,1
403,Lone Star,1
404,Honry Devil,4
405,Key Lime Pie,2
406,Craftsman Cabernale,4
406,Nachos,1
407,Abner,2
407,Budweiser,2
408,Hop Slam,3
408,Hop Head Red,2
408,Hop Slam,4
409,Buffalo Chicken Sandwich,2
410,Bacon Egg and Cheese,1
410,Chocolate Cake,1
411,Mountain Dew,1
411,Dale's Pale Ale,3
412,Lemonade,2
413,Schnickelfritz,1
413,Coke,2
414,Hop Slam,2
415,Pretzels,1
415,Mountain Dew,2
415,Hop Slam,1
416,Dos Equis,2
416,Focal Banger,2
416,Coke,2
417,Calamari,1
418,Calamari,2
418,Pabst Blue Ribbon,1
419,Brooklyn Brewery Lager,3
420,Red Stripe,1
421,Gose,1
421,Buffalo Chicken Sandwich,1
421,Grilled Cheese,1
422,Stella Artios,2
422,Goldfish,1
422,Nachos,1
423,Pabst Blue Ribbon,1
423,Corona,4
423,Tsingtao,3
424,Grilled Cheese,2
424,Gose,2
424,Lobster,2
425,Landshark Lager,1
425,Penne Vodka,2
426,Miller Light,1
426,Dos Equis,3
426,Schnickelfritz,2
427,Pancakes,2
428,Pabst Blue Ribbon,2
428,Shakespeare Oatmeal Stout,3
428,Crab,1
429,Saison Rue,4
430,Celis White,3
430,Hot Dog,1
430,Cheesesteak,2
431,Pancakes,2
431,Pretzels,2
431,Focal Banger,3
432,Nugget Nectar,4
433,Blue Moon,2
434,Cheesesteak,2
434,Red Stripe,1
434,Grilled Cheese,1
435,Heineken,3
435,Brooklyn Brewery Lager,4
436,Saison Rue,3
436,Icehouse,3
436,Red Stripe,2
437,Union Jack,4
437,Grilled Cheese,1
438,Grilled Cheese,1
438,Wings,1
438,Dos Equis,2
439,Hamburger,1
440,Pipeworks Citra,3
440,Wings,2
440,Soup,2
441,Nugget Nectar,4
441,Hamburger,2
442,Bell's Two Hearted,1
442,Buffalo Chicken Sandwich,1
442,Blue Moon,4
443,Grilled Cheese,1
443,French Dip,1
443,Chocolate Cake,1
444,Tsingtao,3
445,Fat Sandwich,1
445,Bacon Egg and Cheese,2
446,Grilled Cheese,1
447,Samuel Adams,1
447,Vanilla Porter,3
448,Cheesecake,1
448,Union Jack,1
448,Buffalo Chicken Sandwich,2
449,Coors,4
450,Brooklyn Brewery Lager,3
450,Bell's Two Hearted,2
451,Hefeweizen,1
451,Fancy Lawnmower,4
451,Upslope Brown Ale,4
452,Penne Vodka,1
452,French Dip,1
453,Goldfish,1
453,Cheesesteak,2
454,Coors,1
455,Penne Vodka,1
455,Grilled Cheese,1
456,Bacon Egg and Cheese,2
456,Samuel Adams,2
456,Dos Equis,1
457,Buffalo Chicken Sandwich,1
457,Cheesecake,2
458,Chocolate Cake,1
458,Honry Devil,4
458,Bitter American,3
459,Calamari,2
459,Lobster,2
460,Uncle Jacob's Stout,2
460,Lemonade,1
460,Focal Banger,4
461,Gose,2
461,Pancakes,2
461,Dogfish Head,1
462,French Dip,2
463,Lone Star,4
463,Icehouse,1
463,Wings,1
464,Vanilla Porter,1
465,Pipeworks Citra,2
465,Saison Rue,3
466,Penne Vodka,1
467,Dos Equis,1
468,Abner,1
469,Stella Artios,2
469,Lemonade,1
470,Blind Pig IPA,2
470,Guinness,1
470,Dogfish Head,1
471,Heineken,3
472,Dumplings,1
472,Coke,1
472,Key Lime Pie,2
473,Upslope Brown Ale,3
473,Goldfish,2
474,Anchor Steam Beer,3
474,Soup,1
474,Nugget Nectar,1
475,Bacon Egg and Cheese,1
475,Shakespeare Oatmeal Stout,4
476,Goldfish,2
476,Shakespeare Oatmeal Stout,4
476,Fullsteam Carver,4
477,Nugget Nectar,1
478,Abner,1
478,Fat Sandwich,2
478,Landshark Lager,2
479,Nachos,2
479,Fat Sandwich,2
479,Cheesecake,1
480,Blue Moon,3
480,Allagash White,1
481,Hamburger,1
481,French Dip,2
482,Hop Head Red,2
482,Frie,2
482,Cheesecake,1
483,Pabst Blue Ribbon,3
483,Chocolate Cake,2
484,Frie,1
484,Fullsteam Carver,3
485,Spaghetti,1
486,Surly Brewing Darkness,3
486,Fat Sandwich,1
487,Hamburger,2
487,Cheesesteak,2
487,Wings,2
488,Grilled Cheese,1
488,Pilsner,4
489,Key Lime Pie,1
490,Cheesesteak,1
490,Stella Artios,1
490,Pilsner,4
491,La Roja,2
491,Key Lime Pie,1
492,Gose,1
492,Coke,2
493,Budweiser,1
493,French Dip,2
494,Coffee,2
494,Abner,4
495,Vanilla Porter,4
495,Frie,1
495,Hoegaarden,1
496,Penne Vodka,1
497,Spaghetti,2
497,Schnickelfritz,3
498,Brooklyn Brewery Lager,1
498,Pilsner,1
499,Allagash White,1
500,Bitter American,4
501,Nugget Nectar,2
502,Bacon Egg and Cheese,1
502,Cheesesteak,1
502,Guinness,1
503,Brooklyn Brewery Lager,3
503,Stella Artios,4
503,French Dip,2
504,Budweiser,3
505,Pipeworks Citra,4
505,Budweiser,3
505,Lobster,1
506,Goldfish,2
506,Coors,2
506,Dos Equis,2
507,PseudoSue,2
507,French Dip,1
508,Crab,2
509,Fat Sandwich,2
509,Craftsman Cabernale,2
510,Grilled Cheese,1
511,Frie,2
511,Hot Dog,1
511,Mountain Dew,1
512,Pancakes,1
512,Cold Mountain Winter Ale,3
513,Buffalo Chicken Sandwich,2
513,Brooklyn Brewery Lager,2
514,Spaghetti,1
514,Fullsteam Carver,3
514,Dale's Pale Ale,2
515,Corona,2
515,Pretzels,2
516,Fat Sandwich,2
516,Heineken,4
517,Hoegaarden,1
517,Key Lime Pie,2
518,Lobster,1
518,Fullsteam Carver,3
518,Anchor Steam Beer,2
519,Hop Head Red,3
519,Fat Sandwich,1
520,Dos Equis,3
521,Cheesecake,2
521,Fullsteam Carver,1
521,Hefeweizen,1
522,Pancakes,1
523,Bacon Egg and Cheese,1
523,Hefeweizen,1
524,Nugget Nectar,1
525,Pancakes,1
525,Nachos,2
525,Wings,2
526,Frie,1
526,Brooklyn Brewery Lager,4
527,Lemonade,2
527,Coke,2
527,Lemonade,2
528,Fat Tire,4
528,La Roja,4
529,Hamburger,2
529,Buffalo Chicken Sandwich,1
529,Hop Head Red,3
530,Blind Pig IPA,4
530,Wings,1
530,Frie,1
531,Pilsner,3
531,Fullsteam Carver,4
531,Waffle,2
532,Brooklyn Brewery Lager,2
533,Hamburger,2
533,Grilled Cheese,1
534,Samuel Adams,1
535,Allagash White,1
535,Hefeweizen,4
535,Spaghetti,1
536,Vanilla Porter,1
536,Lemonade,2
537,Wings,2
537,Cheesecake,2
538,Tsingtao,3
538,Blind Pig IPA,1
538,Lemonade,1
539,Spaghetti,2
539,Pipeworks Citra,4
540,Stella Artios,4
541,Nugget Nectar,1
541,Soup,1
541,Budweiser,2
542,Miller Light,4
542,Pabst Blue Ribbon,4
543,Coffee,2
544,Schnickelfritz,4
544,Vanilla Porter,4
545,Bell's Two Hearted,1
545,Frie,1
545,Wings,1
546,Icehouse,1
546,Chocolate Cake,2
547,Mac n Cheese,1
547,Budweiser,4
547,Abner,1
548,Grilled Cheese,1
549,Samuel Adams,3
550,Schnickelfritz,2
551,Crab,2
552,Penne Vodka,1
553,Goldfish,1
553,Lone Star,3
554,Bell's Two Hearted,3
555,Mountain Dew,1
555,Allagash White,1
555,Hamburger,2
556,Hefeweizen,4
556,Focal Banger,3
556,Frie,2
557,Vanilla Porter,1
557,Calamari,1
557,Fancy Lawnmower,2
558,Nachos,1
558,Lobster,2
558,Cheesesteak,2
559,Grilled Cheese,2
559,Abner,4
559,Crab,1
560,Lobster,1
561,Vanilla Porter,4
561,Coffee,2
562,Cheesesteak,1
563,Pancakes,2
563,Budweiser,3
563,Anchor Steam Beer,4
564,Lone Star,1
565,Budweiser,3
565,Frie,1
565,Landshark Lager,1
566,Bell's Two Hearted,4
566,Tsingtao,4
566,Nugget Nectar,4
567,Allagash White,1
567,Cheesesteak,1
568,Gose,3
568,Pilsner,2
569,Pretzels,1
569,Grilled Cheese,2
570,Landshark Lager,1
570,Waffle,1
571,Bacon Egg and Cheese,2
572,Dogfish Head,2
573,Shakespeare Oatmeal Stout,4
573,Blind Pig IPA,4
573,Cold Mountain Winter Ale,4
574,Buffalo Chicken Sandwich,2
575,Focal Banger,1
575,Spaghetti,1
575,Nugget Nectar,3
576,Blind Pig IPA,2
576,Goldfish,1
576,Mac n Cheese,1
577,Dumplings,2
577,Budweiser,2
577,Hamburger,2
578,Key Lime Pie,2
578,Coors,4
579,Pretzels,2
579,Soup,2
580,Nachos,1
580,Surly Brewing Darkness,4
580,Soup,2
581,Coffee,1
582,Waffle,2
583,Dale's Pale Ale,4
583,Hoegaarden,2
584,French Dip,2
584,Fullsteam Carver,1
585,Bitter American,2
585,Wings,2
585,Stella Artios,2
586,Goldfish,2
587,Mountain Dew,1
587,Wings,2
587,Abner,2
588,Lone Star,4
589,Upslope Brown Ale,2
590,Spaghetti,1
590,Samuel Adams,4
591,Anchor Steam Beer,3
592,Mac n Cheese,1
593,Cheesecake,1
593,Upslope Brown Ale,2
593,Mountain Dew,1
594,Landshark Lager,2
594,Red Stripe,3
594,Miller Light,4
595,Wings,2
596,Nugget Nectar,3
597,French Dip,2
598,PseudoSue,2
598,Pretzels,2
599,Red Stripe,3
599,Waffle,2
600,Hot Dog,2
600,Allagash White,4
600,Samuel Adams,1
601,Cold Mountain Winter Ale,4
602,Vanilla Porter,3
603,Samuel Adams,4
603,Coke,1
603,Spaghetti,1
604,Wings,2
604,Grilled Cheese,1
604,Budweiser,1
605,Hamburger,2
605,Mountain Dew,1
605,Chocolate Cake,2
606,Soup,2
607,Buffalo Chicken Sandwich,1
607,Buffalo Chicken Sandwich,1
608,Goldfish,2
